transcript_id	counts	Gene
ENST00000296577.9	25	ENSG00000164163.11
ENST00000585250.1	197	ENSG00000283749.1
ENST00000457642.1	196	ENSG00000234927.1
ENST00000418824.3	134	ENSG00000237550.7
ENST00000661713.1	280	ENSG00000227043.3
ENST00000474467.1	16	ENSG00000144711.16
ENST00000567548.2	280	ENSG00000259844.2
ENST00000514399.1	26	ENSG00000109790.18
ENST00000314607.11	70	ENSG00000146463.12
ENST00000444796.2	199	ENSG00000230852.2
ENST00000548636.1	7	ENSG00000084110.11
ENST00000444762.1	113	ENSG00000232466.1
ENST00000662772.1	7	ENSG00000255794.11
ENST00000553307.5	8	ENSG00000100592.16
ENST00000561171.5	17	ENSG00000185787.15
ENST00000531112.1	18	ENSG00000099849.15
ENST00000634673.1	182	ENSG00000283125.1
ENST00000654037.1	7	ENSG00000287277.1
ENST00000513705.5	5	ENSG00000152953.13
ENST00000482005.5	42	ENSG00000240280.7
ENST00000392291.2	674	ENSG00000164506.15
ENST00000492123.3	180	ENSG00000243029.3
ENST00000653651.1	29	ENSG00000265458.3
ENST00000558064.1	47	ENSG00000035664.11
ENST00000686318.2	215	ENSG00000288905.2
ENST00000452289.1	164	ENSG00000234016.1
ENST00000527439.5	16	ENSG00000143228.13
ENST00000691134.1	272	ENSG00000289171.1
ENST00000671192.1	136	ENSG00000287210.1
ENST00000465248.1	11	ENSG00000153551.14
ENST00000545132.5	256	ENSG00000162378.13
ENST00000654864.1	18	ENSG00000227764.2
ENST00000443900.1	12	ENSG00000135632.12
ENST00000669090.1	24	ENSG00000125804.14
ENST00000552509.5	12	ENSG00000084110.11
ENST00000398216.2	155	ENSG00000241180.1
ENST00000337659.11	34	ENSG00000112739.17
ENST00000516721.1	78	ENSG00000252530.1
ENST00000415634.1	83	ENSG00000237236.1
ENST00000365031.1	113	ENSG00000201901.1
ENST00000696604.1	174	ENSG00000289713.1
ENST00000615443.1	9	ENSG00000188419.14
ENST00000614212.1	60	ENSG00000274227.1
ENST00000217428.7	237	ENSG00000101446.8
ENST00000574232.5	43	ENSG00000179314.16
ENST00000435819.5	11	ENSG00000135218.19
ENST00000572559.1	17	ENSG00000153406.14
ENST00000428194.1	70	ENSG00000236077.2
ENST00000592805.1	12	ENSG00000227155.7
ENST00000420196.5	129	ENSG00000136237.19
ENST00000605576.1	96	ENSG00000271588.1
ENST00000516553.1	49	ENSG00000252362.1
ENST00000691721.1	253	ENSG00000163820.16
ENST00000355849.10	10	ENSG00000131773.14
ENST00000512996.6	8	ENSG00000112992.18
ENST00000639011.1	15	ENSG00000229180.9
ENST00000454260.1	60	ENSG00000229867.2
ENST00000523616.1	53	ENSG00000240694.9
ENST00000453643.5	23	ENSG00000100266.19
ENST00000515314.7	14	ENSG00000103018.18
ENST00000606214.5	15	ENSG00000145979.18
ENST00000517288.1	200	ENSG00000253097.1
ENST00000668921.1	58	ENSG00000287801.1
ENST00000485821.1	29	ENSG00000136628.18
ENST00000641581.1	106	ENSG00000172457.7
ENST00000421544.6	13	ENSG00000164418.22
ENST00000508474.5	33	ENSG00000109332.20
ENST00000423147.1	15	ENSG00000159111.13
ENST00000598950.1	175	ENSG00000269736.1
ENST00000560696.1	212	ENSG00000259636.1
ENST00000467734.5	23	ENSG00000055044.11
ENST00000670466.1	83	ENSG00000243620.2
ENST00000665894.1	8	ENSG00000198690.10
ENST00000529259.1	95	ENSG00000149806.11
ENST00000443090.1	156	ENSG00000224837.1
ENST00000621644.1	86	ENSG00000174403.17
ENST00000661026.1	86	ENSG00000251602.7
ENST00000697376.1	27	ENSG00000083093.11
ENST00000562415.2	100	ENSG00000205918.9
ENST00000624658.1	29	ENSG00000279667.1
ENST00000568882.1	25	ENSG00000066813.14
ENST00000509929.3	159	ENSG00000250857.3
ENST00000676874.1	41	ENSG00000170144.22
ENST00000552783.5	33	ENSG00000050405.14
ENST00000497003.5	39	ENSG00000128655.19
ENST00000491411.2	16	ENSG00000244551.2
ENST00000263035.9	8	ENSG00000181192.12
ENST00000524504.1	44	ENSG00000255053.1
ENST00000699325.1	32	ENSG00000151694.15
ENST00000457387.2	12	ENSG00000223745.8
ENST00000319106.12	4	ENSG00000121749.16
ENST00000391947.6	6	ENSG00000198625.14
ENST00000461397.5	15	ENSG00000010704.19
ENST00000548534.1	3	ENSG00000136051.15
ENST00000444624.1	93	ENSG00000230186.3
ENST00000457467.1	102	ENSG00000233553.1
ENST00000300141.11	6	ENSG00000074603.19
ENST00000588385.5	4	ENSG00000105254.12
ENST00000449531.1	48	ENSG00000230920.1
ENST00000416030.1	229	ENSG00000221844.2
ENST00000547171.1	9	ENSG00000136051.15
ENST00000503460.1	110	ENSG00000250927.1
ENST00000371436.10	11	ENSG00000124813.23
ENST00000665105.1	14	ENSG00000231133.8
ENST00000597689.5	20	ENSG00000089847.13
ENST00000670976.1	138	ENSG00000288085.1
ENST00000500118.4	214	ENSG00000246089.5
ENST00000605542.1	26	ENSG00000271440.1
ENST00000619803.1	92	ENSG00000276162.1
ENST00000606030.1	195	ENSG00000272108.1
ENST00000571405.5	11	ENSG00000122299.12
ENST00000453470.2	98	ENSG00000224329.2
ENST00000539352.5	7	ENSG00000106526.11
ENST00000421987.1	217	ENSG00000205716.4
ENST00000438989.1	151	ENSG00000235411.1
ENST00000433521.2	91	ENSG00000230863.3
ENST00000384464.1	188	ENSG00000207193.1
ENST00000448534.2	139	ENSG00000236791.2
ENST00000624670.2	180	ENSG00000285693.2
ENST00000493952.2	11	ENSG00000182568.18
ENST00000492898.1	10	ENSG00000198837.10
ENST00000367820.6	17	ENSG00000112339.15
ENST00000583931.6	13	ENSG00000143401.15
ENST00000266735.10	46	ENSG00000139343.11
ENST00000658561.1	50	ENSG00000286672.1
ENST00000475327.1	123	ENSG00000242703.1
ENST00000580714.1	25	ENSG00000265254.1
ENST00000699922.1	11	ENSG00000080910.14
ENST00000510610.2	216	ENSG00000253715.1
ENST00000544576.1	8	ENSG00000179832.18
ENST00000621607.4	9	ENSG00000165806.21
ENST00000465108.5	16	ENSG00000144744.17
ENST00000454810.1	174	ENSG00000236195.1
ENST00000485448.1	18	ENSG00000105223.21
ENST00000566960.1	121	ENSG00000260111.1
ENST00000560300.1	14	ENSG00000069667.16
ENST00000538212.6	43	ENSG00000196511.15
ENST00000643817.2	12	ENSG00000068615.20
ENST00000681523.1	10	ENSG00000163382.13
ENST00000589387.5	14	ENSG00000227155.7
ENST00000582693.5	100	ENSG00000265491.5
ENST00000454715.5	52	ENSG00000145107.16
ENST00000657747.1	71	ENSG00000232767.2
ENST00000528987.1	27	ENSG00000085063.17
ENST00000702066.1	8	ENSG00000281655.3
ENST00000509713.1	122	ENSG00000248434.1
ENST00000668731.1	17	ENSG00000228422.5
ENST00000595842.2	178	ENSG00000268170.2
ENST00000406819.2	155	ENSG00000219249.2
ENST00000669897.1	19	ENSG00000236753.7
ENST00000466990.2	291	ENSG00000242551.2
ENST00000507207.1	14	ENSG00000249764.1
ENST00000652966.1	16	ENSG00000125804.14
ENST00000375867.4	67	ENSG00000204429.4
ENST00000650149.1	25	ENSG00000104660.19
ENST00000373281.8	6	ENSG00000160404.18
ENST00000545308.5	27	ENSG00000255717.9
ENST00000605967.1	62	ENSG00000272383.1
ENST00000681873.1	15	ENSG00000077232.19
ENST00000692337.1	23	ENSG00000289051.1
ENST00000384875.3	251	ENSG00000207607.3
ENST00000341855.4	50	ENSG00000213067.2
ENST00000656148.1	55	ENSG00000286683.1
ENST00000582737.1	82	ENSG00000264138.1
ENST00000517490.6	6	ENSG00000085719.13
ENST00000435438.1	282	ENSG00000233204.1
ENST00000383992.1	252	ENSG00000206719.1
ENST00000483226.1	151	ENSG00000160685.14
ENST00000384612.1	53	ENSG00000207342.1
ENST00000619841.1	64	ENSG00000278736.1
ENST00000216414.12	84	ENSG00000100526.21
ENST00000547575.5	18	ENSG00000173588.16
ENST00000498508.6	1994	ENSG00000117707.16
ENST00000384332.1	71	ENSG00000207060.1
ENST00000521326.2	21	ENSG00000254231.3
ENST00000476193.1	207	ENSG00000239939.1
ENST00000578730.1	19	ENSG00000196810.5
ENST00000620275.1	169	ENSG00000276544.1
ENST00000661329.1	13	ENSG00000232931.6
ENST00000617803.5	39	ENSG00000153029.16
ENST00000254627.4	162	ENSG00000253117.5
ENST00000587562.1	127	ENSG00000267771.1
ENST00000264485.11	44	ENSG00000080493.19
ENST00000544187.1	50	ENSG00000121350.16
ENST00000605428.1	106	ENSG00000271041.1
ENST00000565796.5	5	ENSG00000166589.13
ENST00000657188.1	98	ENSG00000286766.1
ENST00000604968.1	2	ENSG00000271523.1
ENST00000340647.8	49	ENSG00000185515.16
ENST00000488297.2	105	ENSG00000240083.2
ENST00000490061.3	140	ENSG00000242999.3
ENST00000409520.7	6	ENSG00000186854.11
ENST00000423007.6	13	ENSG00000130714.19
ENST00000566059.5	14	ENSG00000169682.18
ENST00000462639.1	16	ENSG00000130066.17
ENST00000700181.1	12	ENSG00000182568.18
ENST00000540586.1	38	ENSG00000033030.15
ENST00000680993.1	7	ENSG00000100749.9
ENST00000559233.5	2	ENSG00000074603.19
ENST00000516483.1	82	ENSG00000252292.1
ENST00000433154.6	18	ENSG00000249961.10
ENST00000517063.1	97	ENSG00000252872.1
ENST00000529811.5	42	ENSG00000247137.9
ENST00000482940.5	4	ENSG00000196511.15
ENST00000564479.5	155	ENSG00000261664.5
ENST00000323599.10	10	ENSG00000110066.16
ENST00000611986.1	31	ENSG00000161714.12
ENST00000587172.1	28	ENSG00000168591.16
ENST00000668429.1	69	ENSG00000254135.3
ENST00000526505.1	104	ENSG00000254923.1
ENST00000394804.6	33	ENSG00000109332.20
ENST00000649434.1	155	ENSG00000142867.14
ENST00000457052.3	95	ENSG00000237452.3
ENST00000609134.1	136	ENSG00000273183.1
ENST00000664609.1	11	ENSG00000236714.3
ENST00000642517.1	13	ENSG00000169814.17
ENST00000680776.1	18	ENSG00000157601.15
ENST00000605372.1	100	ENSG00000271146.1
ENST00000514233.1	21	ENSG00000073578.18
ENST00000631362.2	44	ENSG00000227954.7
ENST00000374648.7	34	ENSG00000198105.16
ENST00000542263.5	84	ENSG00000103544.16
ENST00000561808.1	284	ENSG00000260213.6
ENST00000243152.5	165	ENSG00000123447.6
ENST00000517078.1	87	ENSG00000252887.1
ENST00000674056.1	46	ENSG00000198914.5
ENST00000472642.5	12	ENSG00000106615.10
ENST00000488827.3	69	ENSG00000242251.3
ENST00000614738.1	128	ENSG00000274654.1
ENST00000676970.1	28	ENSG00000143387.14
ENST00000407079.1	84	ENSG00000124743.6
ENST00000392781.7	97	ENSG00000169255.15
ENST00000413824.2	118	ENSG00000237160.2
ENST00000505267.2	44	ENSG00000249071.2
ENST00000251041.10	4	ENSG00000041515.16
ENST00000696311.1	15	ENSG00000181544.16
ENST00000656163.1	33	ENSG00000224848.4
ENST00000356132.9	31	ENSG00000110080.20
ENST00000502372.1	4	ENSG00000169714.17
ENST00000365461.1	225	ENSG00000202331.1
ENST00000478432.1	22	ENSG00000131781.13
ENST00000588714.1	12	ENSG00000187244.12
ENST00000444741.5	20	ENSG00000164638.11
ENST00000538615.1	36	ENSG00000121350.16
ENST00000567715.1	25	ENSG00000273540.5
ENST00000517171.1	175	ENSG00000252980.1
ENST00000433794.5	88	ENSG00000131007.9
ENST00000659091.1	14	ENSG00000233251.8
ENST00000540149.5	6	ENSG00000159720.13
ENST00000659037.1	264	ENSG00000286747.1
ENST00000620964.2	105	ENSG00000275928.2
ENST00000344595.10	180	ENSG00000167720.13
ENST00000455222.1	101	ENSG00000165661.17
ENST00000571954.5	6	ENSG00000175711.9
ENST00000529860.5	5	ENSG00000100557.10
ENST00000645181.1	98	ENSG00000285454.1
ENST00000688549.2	169	ENSG00000288956.2
ENST00000360909.8	27	ENSG00000100592.16
ENST00000517146.1	100	ENSG00000252955.1
ENST00000664869.2	14	ENSG00000270820.8
ENST00000307271.4	29	ENSG00000171115.4
ENST00000461287.1	158	ENSG00000204422.7
ENST00000364665.2	375	ENSG00000201535.2
ENST00000502879.1	3	ENSG00000153071.15
ENST00000299454.5	63	ENSG00000166363.6
ENST00000559619.5	21	ENSG00000185787.15
ENST00000656652.1	16	ENSG00000237803.6
ENST00000566201.6	61	ENSG00000261239.6
ENST00000390636.2	20	ENSG00000211976.2
ENST00000691202.1	31	ENSG00000214176.11
ENST00000406279.1	47	ENSG00000219253.1
ENST00000397795.6	21	ENSG00000134160.15
ENST00000659283.1	6	ENSG00000167930.17
ENST00000493324.5	5	ENSG00000151092.18
ENST00000489281.1	15	ENSG00000121570.13
ENST00000524715.5	5	ENSG00000112339.15
ENST00000590108.1	32	ENSG00000187244.12
ENST00000393362.8	2	ENSG00000050748.18
ENST00000413088.1	71	ENSG00000232640.1
ENST00000627002.1	57	ENSG00000112245.13
ENST00000621948.4	18	ENSG00000277053.4
ENST00000459176.1	121	ENSG00000238875.1
ENST00000527276.1	115	ENSG00000227547.3
ENST00000452622.1	83	ENSG00000223855.4
ENST00000521262.5	19	ENSG00000008988.11
ENST00000295683.3	274	ENSG00000163464.8
ENST00000623164.1	23	ENSG00000279790.1
ENST00000478298.5	24	ENSG00000114626.18
ENST00000571046.1	10	ENSG00000131652.14
ENST00000652854.1	44	ENSG00000254135.3
ENST00000265148.9	18	ENSG00000138778.14
ENST00000551058.1	10	ENSG00000165891.16
ENST00000459349.1	127	ENSG00000238782.1
ENST00000549689.5	11	ENSG00000135108.16
ENST00000648060.1	112	ENSG00000285572.2
ENST00000469014.1	14	ENSG00000240280.7
ENST00000678038.1	43	ENSG00000171960.12
ENST00000682081.1	4	ENSG00000165684.6
ENST00000361256.10	72	ENSG00000198917.13
ENST00000422501.1	166	ENSG00000225585.1
ENST00000638015.2	48	ENSG00000285491.1
ENST00000443063.1	96	ENSG00000230319.1
ENST00000360057.7	21	ENSG00000196511.15
ENST00000322054.10	37	ENSG00000013016.16
ENST00000641336.1	22	ENSG00000240405.7
ENST00000332780.4	12	ENSG00000185909.15
ENST00000482252.5	15	ENSG00000103051.21
ENST00000638711.1	17	ENSG00000229180.9
ENST00000656891.1	5	ENSG00000249669.12
ENST00000537019.5	195	ENSG00000255847.5
ENST00000392711.5	27	ENSG00000108946.16
ENST00000581814.1	314	ENSG00000265164.1
ENST00000390340.2	44	ENSG00000211693.2
ENST00000367099.4	244	ENSG00000136634.7
ENST00000567634.1	98	ENSG00000261819.1
ENST00000558070.1	15	ENSG00000134160.15
ENST00000558728.1	17	ENSG00000103740.10
ENST00000465121.5	7	ENSG00000243989.9
ENST00000394666.7	7	ENSG00000170634.13
ENST00000563350.1	22	ENSG00000129636.13
ENST00000622029.1	334	ENSG00000278128.2
ENST00000516317.2	260	ENSG00000252126.2
ENST00000495679.5	37	ENSG00000121570.13
ENST00000463114.5	7	ENSG00000172766.19
ENST00000634690.1	3	ENSG00000100393.14
ENST00000337579.4	12	ENSG00000155026.17
ENST00000513495.5	20	ENSG00000125089.18
ENST00000565409.5	21	ENSG00000104164.12
ENST00000453832.2	29	ENSG00000228824.8
ENST00000532139.2	57	ENSG00000255115.2
ENST00000663573.1	226	ENSG00000244215.2
ENST00000428399.1	309	ENSG00000236889.1
ENST00000479971.1	11	ENSG00000121749.16
ENST00000494921.2	60	ENSG00000125821.13
ENST00000615162.1	164	ENSG00000275033.1
ENST00000447825.5	62	ENSG00000088367.23
ENST00000407263.2	16	ENSG00000011105.14
ENST00000417775.5	41	ENSG00000116791.14
ENST00000577607.1	190	ENSG00000264663.1
ENST00000646457.1	133	ENSG00000284809.1
ENST00000323669.10	23	ENSG00000100523.16
ENST00000543548.1	19	ENSG00000185652.12
ENST00000438466.5	31	ENSG00000124194.17
ENST00000600872.5	18	ENSG00000181027.11
ENST00000507496.5	110	ENSG00000248964.7
ENST00000520430.5	39	ENSG00000205133.12
ENST00000407257.5	6	ENSG00000115841.21
ENST00000602079.5	6	ENSG00000197124.12
ENST00000599231.5	7	ENSG00000090372.15
ENST00000459326.1	287	ENSG00000239149.1
ENST00000399124.6	140	ENSG00000214856.11
ENST00000617053.3	250	ENSG00000277531.3
ENST00000258494.14	13	ENSG00000136010.14
ENST00000595299.1	178	ENSG00000249065.2
ENST00000421369.3	35	ENSG00000170537.13
ENST00000502733.1	17	ENSG00000164294.14
ENST00000320065.1	231	ENSG00000177489.1
ENST00000427835.3	12	ENSG00000228422.5
ENST00000655686.1	30	ENSG00000166257.10
ENST00000702988.1	7	ENSG00000223855.4
ENST00000407006.8	29	ENSG00000108961.14
ENST00000459351.1	79	ENSG00000238489.1
ENST00000599107.1	33	ENSG00000104783.15
ENST00000435828.1	203	ENSG00000235612.1
ENST00000659464.1	103	ENSG00000223838.2
ENST00000660578.1	42	ENSG00000260750.7
ENST00000549376.1	5	ENSG00000084110.11
ENST00000438805.1	64	ENSG00000232409.1
ENST00000431789.1	90	ENSG00000234553.1
ENST00000449259.1	19	ENSG00000237638.3
ENST00000368750.8	80	ENSG00000203785.9
ENST00000484893.2	56	ENSG00000101003.12
ENST00000408001.1	179	ENSG00000217130.1
ENST00000611364.2	90	ENSG00000273552.2
ENST00000608023.5	17	ENSG00000203709.13
ENST00000337211.8	143	ENSG00000156374.16
ENST00000553990.1	58	ENSG00000258842.1
ENST00000411440.5	56	ENSG00000170827.9
ENST00000610994.1	161	ENSG00000274680.1
ENST00000363931.1	124	ENSG00000200801.1
ENST00000428514.1	22	ENSG00000235284.1
ENST00000452991.1	54	ENSG00000187231.14
ENST00000588072.6	8	ENSG00000154889.17
ENST00000592154.1	4	ENSG00000186566.13
ENST00000414628.1	111	ENSG00000231841.1
ENST00000237696.10	117	ENSG00000118849.10
ENST00000507193.5	11	ENSG00000164163.11
ENST00000532108.1	251	ENSG00000167333.13
ENST00000521875.5	42	ENSG00000240694.9
ENST00000546345.5	8	ENSG00000183273.7
ENST00000435020.1	139	ENSG00000226093.1
ENST00000693294.1	102	ENSG00000288949.1
ENST00000655231.1	10	ENSG00000205930.11
ENST00000609017.1	97	ENSG00000273387.1
ENST00000430178.2	188	ENSG00000233614.6
ENST00000646438.2	249	ENSG00000285231.2
ENST00000680258.1	8	ENSG00000077232.19
ENST00000605314.1	103	ENSG00000271029.1
ENST00000586210.5	19	ENSG00000185379.21
ENST00000680922.1	8	ENSG00000100749.9
ENST00000566821.1	3	ENSG00000257017.10
ENST00000462655.1	50	ENSG00000178199.14
ENST00000611475.2	5	ENSG00000236467.8
ENST00000449892.1	125	ENSG00000236359.1
ENST00000368488.9	14	ENSG00000111860.14
ENST00000465560.5	22	ENSG00000132300.19
ENST00000498806.1	12	ENSG00000008130.15
ENST00000584058.2	127	ENSG00000263740.2
ENST00000585667.1	2	ENSG00000099875.16
ENST00000522895.1	9	ENSG00000143702.16
ENST00000535050.1	30	ENSG00000139180.11
ENST00000522624.1	27	ENSG00000178338.11
ENST00000256413.8	7	ENSG00000134030.14
ENST00000498634.2	103	ENSG00000120068.7
ENST00000370380.2	84	ENSG00000233538.1
ENST00000650882.1	24	ENSG00000227619.3
ENST00000510096.1	66	ENSG00000237136.8
ENST00000662087.1	27	ENSG00000286667.1
ENST00000532231.1	102	ENSG00000254537.1
ENST00000614975.1	134	ENSG00000274380.1
ENST00000261900.8	135	ENSG00000129315.11
ENST00000578402.5	21	ENSG00000136490.9
ENST00000488194.1	27	ENSG00000059915.17
ENST00000700392.1	16	ENSG00000148660.22
ENST00000424916.1	76	ENSG00000232968.1
ENST00000303459.10	9	ENSG00000169519.21
ENST00000497703.1	20	ENSG00000136895.19
ENST00000449048.2	192	ENSG00000228510.2
ENST00000192314.7	19	ENSG00000154252.12
ENST00000637618.1	407	ENSG00000248109.3
ENST00000533413.5	23	ENSG00000175216.15
ENST00000478801.5	19	ENSG00000105854.13
ENST00000590614.5	25	ENSG00000267680.6
ENST00000535992.5	13	ENSG00000087494.16
ENST00000485206.1	87	ENSG00000183535.9
ENST00000360874.10	31	ENSG00000074047.22
ENST00000641439.1	146	ENSG00000172377.3
ENST00000664841.1	40	ENSG00000267407.2
ENST00000443549.1	21	ENSG00000213774.3
ENST00000581312.6	25	ENSG00000264522.6
ENST00000641554.1	81	ENSG00000284628.1
ENST00000614282.1	76	ENSG00000275006.1
ENST00000424926.2	107	ENSG00000226317.3
ENST00000464026.1	8	ENSG00000196505.11
ENST00000575018.1	176	ENSG00000262519.1
ENST00000604046.1	66	ENSG00000261739.3
ENST00000373510.9	314	ENSG00000160062.15
ENST00000613101.1	16	ENSG00000276213.1
ENST00000391278.1	162	ENSG00000212580.1
ENST00000587783.5	32	ENSG00000055483.20
ENST00000527860.5	28	ENSG00000051180.17
ENST00000563151.1	133	ENSG00000261519.3
ENST00000264926.7	7	ENSG00000070950.10
ENST00000507849.1	143	ENSG00000249752.1
ENST00000652664.2	278	ENSG00000145861.9
ENST00000449129.1	94	ENSG00000231567.1
ENST00000421536.5	23	ENSG00000065548.18
ENST00000567830.1	42	ENSG00000128989.11
ENST00000589470.1	123	ENSG00000267142.1
ENST00000559100.1	43	ENSG00000104064.18
ENST00000377495.2	42	ENSG00000148483.9
ENST00000648609.1	29	ENSG00000214548.18
ENST00000588885.1	36	ENSG00000132005.9
ENST00000421812.3	28	ENSG00000143067.5
ENST00000671497.1	23	ENSG00000253103.2
ENST00000618036.1	355	ENSG00000273894.1
ENST00000514401.1	84	ENSG00000248425.1
ENST00000604695.1	188	ENSG00000270560.1
ENST00000508728.1	9	ENSG00000152953.13
ENST00000411199.1	48	ENSG00000223131.1
ENST00000400768.2	381	ENSG00000215692.2
ENST00000592273.5	10	ENSG00000123144.11
ENST00000221930.6	25	ENSG00000105329.11
ENST00000652861.1	13	ENSG00000204929.13
ENST00000500076.2	21	ENSG00000246331.2
ENST00000563779.5	48	ENSG00000103121.9
ENST00000578456.1	34	ENSG00000007237.19
ENST00000453500.1	55	ENSG00000234538.1
ENST00000568535.1	16	ENSG00000140463.14
ENST00000384012.1	67	ENSG00000206739.1
ENST00000576263.5	15	ENSG00000124813.23
ENST00000372833.6	26	ENSG00000172586.8
ENST00000594262.1	122	ENSG00000268798.1
ENST00000590822.1	69	ENSG00000087903.13
ENST00000459576.1	32	ENSG00000238609.1
ENST00000637245.3	12	ENSG00000173727.14
ENST00000524253.1	132	ENSG00000253675.1
ENST00000520769.1	9	ENSG00000042832.12
ENST00000483644.1	28	ENSG00000122678.17
ENST00000475226.1	19	ENSG00000244734.4
ENST00000396974.2	52	ENSG00000187699.10
ENST00000446960.1	67	ENSG00000234612.1
ENST00000698244.1	15	ENSG00000107960.12
ENST00000419398.1	43	ENSG00000049540.19
ENST00000462436.1	29	ENSG00000070669.17
ENST00000491520.5	27	ENSG00000093009.11
ENST00000347162.10	3	ENSG00000137171.15
ENST00000624305.1	96	ENSG00000278911.1
ENST00000634803.1	151	ENSG00000283117.1
ENST00000580135.1	113	ENSG00000263730.1
ENST00000410004.1	14	ENSG00000178826.11
ENST00000414485.1	115	ENSG00000233545.1
ENST00000437645.5	63	ENSG00000183317.17
ENST00000624886.1	85	ENSG00000279803.1
ENST00000540836.1	38	ENSG00000139044.12
ENST00000419632.6	75	ENSG00000168952.16
ENST00000636010.1	22	ENSG00000197694.18
ENST00000470567.5	12	ENSG00000196814.15
ENST00000605704.1	86	ENSG00000270719.1
ENST00000527095.7	48	ENSG00000283154.3
ENST00000550848.5	38	ENSG00000135506.17
ENST00000509155.1	146	ENSG00000249780.1
ENST00000521747.5	24	ENSG00000106443.17
ENST00000363425.1	70	ENSG00000200295.1
ENST00000330083.6	30	ENSG00000137343.18
ENST00000434942.2	30	ENSG00000242082.2
ENST00000470453.1	8	ENSG00000204351.13
ENST00000396872.8	6	ENSG00000164638.11
ENST00000587324.1	20	ENSG00000167671.12
ENST00000232496.5	135	ENSG00000114383.10
ENST00000475489.5	7	ENSG00000146122.17
ENST00000664617.1	222	ENSG00000249945.2
ENST00000440353.5	43	ENSG00000115841.21
ENST00000695624.1	21	ENSG00000010671.18
ENST00000240587.5	195	ENSG00000121297.8
ENST00000670966.1	165	ENSG00000287878.1
ENST00000582647.1	66	ENSG00000266703.1
ENST00000363632.1	35	ENSG00000200502.1
ENST00000294702.6	43	ENSG00000162676.13
ENST00000638190.1	43	ENSG00000148795.7
ENST00000649357.1	118	ENSG00000285522.1
ENST00000533677.1	16	ENSG00000168092.14
ENST00000521069.1	69	ENSG00000213386.3
ENST00000654599.1	183	ENSG00000254123.2
ENST00000591562.1	21	ENSG00000131471.7
ENST00000362012.7	39	ENSG00000095303.17
ENST00000297540.5	43	ENSG00000164902.14
ENST00000568298.1	17	ENSG00000159720.13
ENST00000546450.1	32	ENSG00000121749.16
ENST00000365589.1	23	ENSG00000202459.1
ENST00000702873.1	145	ENSG00000290082.1
ENST00000425960.1	224	ENSG00000235286.1
ENST00000408249.1	291	ENSG00000221176.1
ENST00000608484.1	32	ENSG00000272685.1
ENST00000503651.2	15	ENSG00000112992.18
ENST00000540445.5	27	ENSG00000048540.16
ENST00000305046.13	9	ENSG00000196616.14
ENST00000553791.2	66	ENSG00000259033.2
ENST00000477671.2	34	ENSG00000162616.9
ENST00000641352.1	82	ENSG00000284618.1
ENST00000569603.1	146	ENSG00000260131.1
ENST00000470321.1	21	ENSG00000113924.12
ENST00000242783.11	33	ENSG00000123143.13
ENST00000482155.1	26	ENSG00000213533.13
ENST00000303329.9	54	ENSG00000172379.22
ENST00000619901.1	200	ENSG00000274231.1
ENST00000435554.1	285	ENSG00000231714.1
ENST00000479783.1	36	ENSG00000132321.17
ENST00000689210.1	38	ENSG00000233621.3
ENST00000607372.1	8	ENSG00000272226.1
ENST00000641673.1	259	ENSG00000172324.6
ENST00000600686.1	24	ENSG00000268895.6
ENST00000558851.1	3	ENSG00000140254.13
ENST00000357749.7	23	ENSG00000188419.14
ENST00000357166.11	85	ENSG00000188706.13
ENST00000315366.8	72	ENSG00000180801.14
ENST00000533403.6	4	ENSG00000085063.17
ENST00000460370.1	37	ENSG00000154222.15
ENST00000614576.1	118	ENSG00000276867.1
ENST00000355683.9	23	ENSG00000196792.12
ENST00000452153.4	38	ENSG00000231625.4
ENST00000282282.4	36	ENSG00000152433.15
ENST00000653307.1	5	ENSG00000170919.16
ENST00000460942.5	25	ENSG00000196975.16
ENST00000636958.1	6	ENSG00000117713.21
ENST00000468955.1	165	ENSG00000146678.10
ENST00000417255.1	109	ENSG00000213435.3
ENST00000615382.1	174	ENSG00000275229.1
ENST00000646044.1	39	ENSG00000187554.14
ENST00000647892.1	177	ENSG00000285948.1
ENST00000414041.2	7	ENSG00000059377.18
ENST00000342560.10	12	ENSG00000124194.17
ENST00000422521.2	13	ENSG00000170634.13
ENST00000548601.5	45	ENSG00000123411.15
ENST00000414193.2	103	ENSG00000234557.2
ENST00000260187.7	6	ENSG00000036672.16
ENST00000525229.5	3	ENSG00000121680.16
ENST00000446735.6	11	ENSG00000167085.14
ENST00000361092.9	24	ENSG00000106733.21
ENST00000428364.2	39	ENSG00000226483.2
ENST00000614459.4	9	ENSG00000198625.14
ENST00000568241.1	65	ENSG00000261048.1
ENST00000656900.1	292	ENSG00000288030.1
ENST00000304374.4	114	ENSG00000169676.6
ENST00000516740.1	185	ENSG00000252549.1
ENST00000439981.1	66	ENSG00000227343.1
ENST00000315132.7	29	ENSG00000214754.3
ENST00000544014.1	63	ENSG00000110448.11
ENST00000399026.1	7	ENSG00000185515.16
ENST00000494405.2	1	ENSG00000146122.17
ENST00000649184.1	227	ENSG00000285865.1
ENST00000568047.5	4	ENSG00000129636.13
ENST00000577940.6	19	ENSG00000198231.14
ENST00000689091.1	63	ENSG00000289097.1
ENST00000562846.1	60	ENSG00000259804.1
ENST00000367833.7	85	ENSG00000143155.13
ENST00000326039.3	13	ENSG00000139835.14
ENST00000425160.1	11	ENSG00000168890.14
